user_id,item_id,event_type,timestamp
f92bba8a-6965-4e63-9a79-c613b024532c,11,access,830786155
b8e53faf-bfa5-4054-8ea7-eaa324b6baa6,14,click,830786155
6c411c85-7d62-4ba6-a668-3f0cfcf26ed5,17,click,830786155
b68ea0d2-7832-48f8-97c7-18c227b3d083,11,click,830786155
23ee7b71-b2f5-43e7-bc43-4b8fb7250c31,16,access,830786193
4df7dd5f-a5ef-4027-ae1f-9b7feb5947d3,9,click,830786193
45517f41-abdd-4ac1-bf6b-49a5cce4a277,8,click,830786193
33b994dc-9bf2-4295-93c5-5f08c2373189,15,click,830786221
395ce3d2-8009-4b63-adff-4fb987312849,20,click,830786244
727f70f1-6993-4194-8404-a61494686f19,3,click,830786263
ebf9125f-e050-42ef-a3d9-7832875463c0,17,click,830786263
f4a863d7-0cc9-40c4-9e0e-2a2a9738a1d4,10,access,830786263
367b9866-5fab-401f-98cd-4908074e5a30,16,click,830786277
c332a5b1-7f36-462c-b28c-52237005a6a7,1,click,830786277
2fc4ed3c-09dc-458a-b78e-3c30e485ba94,16,click,830786317
f9ba0177-d51a-4198-ad96-28da082e02d8,14,access,830786345
fe01731b-ad77-4e96-a575-613e2fdab479,3,click,830786345
8b6f5fca-779e-42f4-878d-aa19d0ce1bf0,16,access,830786363
dcb1cddc-bdfa-4826-b5f1-f0011a096835,6,access,830786380
02911fd1-a7f1-45e5-a7da-8bcb9482ee70,10,click,830786394
e9013cd4-e60c-4038-a25a-cb19b029931a,12,access,830786409
eeeb60b5-a7a6-4ac9-b8a7-4da98238c251,13,click,830786425
100a43ae-81ef-4352-b791-f850bdb5576d,14,click,830786478
1d93a59b-20da-459a-9a8a-9b4cbc3e9170,12,click,830786491
b5cd4f54-9dec-481e-91f1-466c59577b66,6,access,830786530
2d947b9b-6004-4c74-879a-06a03066414b,9,click,830786541
945b1eef-9be7-4b70-b5ae-1c41b9120997,10,access,830786569
8af17140-359a-45d0-8d56-713ea5fed8e1,6,click,830786608
cfd9ebf8-0308-40c3-aad7-689fe11dd780,11,access,830786631
4c4e8e4f-8525-4b79-b873-edbb1097bfea,19,click,830786640
4173c48f-3997-46ed-b6e3-827ebf32d962,18,access,830786657
04ef046f-694d-4369-8e97-bdd8cf280b6a,13,access,830786668
908301bc-b481-4763-bdc1-e0613dfea34f,10,access,830786700
5f568474-10d9-44eb-b68b-c3bdecbe5410,5,access,830786711
2b6b5d2d-9a94-4e81-9d55-4f1da235c884,8,click,830786765
a1b383b1-d648-41ec-b994-da6de5156da6,15,click,830786777
98f9f32d-94e9-43a6-9ac0-b5003fbf64ab,14,click,830788219
55455f4e-0a98-4024-8dd8-100d1d972492,3,click,831900118
133233b7-6e06-4bf4-b291-4c9b7cb4d161,4,click,831900153
5e1b8044-1197-4e28-9333-7f1cfd8dc2cf,14,click,831900357
7657cae9-74d6-4dfc-acc8-d454a76584f9,17,access,831900433
b91c0455-d5a1-4240-8e73-890b7c601b0a,2,access,831900450
77198012-9c4e-4c0d-87af-ae9e6b39722a,17,access,831900487
19154276-5a70-480d-a269-c097326664ff,18,click,833146729
69919223-3477-402b-bd94-af5d360a09b8,4,click,833146744
578874e7-e5c0-48d7-873f-3c730961ed42,3,access,833146785
9ed0a522-dc39-4533-aa70-74858a8f78bb,6,access,833146785
61ee4695-2777-4ecd-985b-dbad7e1b345f,17,click,835334972
ebf9125f-e050-42ef-a3d9-7832875463c0,10,access,835444730
1a05340b-5f4c-4d5f-88cf-f10cb04cd51a,15,access,835444730
e0f68e41-1a73-4500-82ce-14cc31ced683,9,access,835444730
b91c0455-d5a1-4240-8e73-890b7c601b0a,1,access,835444730
b8e53faf-bfa5-4054-8ea7-eaa324b6baa6,4,access,835444767
f4a863d7-0cc9-40c4-9e0e-2a2a9738a1d4,17,access,835444767
578874e7-e5c0-48d7-873f-3c730961ed42,2,access,835444767
133233b7-6e06-4bf4-b291-4c9b7cb4d161,6,click,835444767
5e1b8044-1197-4e28-9333-7f1cfd8dc2cf,12,click,835444792
78a0e726-f707-45a7-b86b-44228702b34c,18,click,835444792
4878677c-2dcd-425f-a12b-aa7beb9cfa25,12,click,835444813
cd0aa687-42ed-49b8-b702-d999220d6448,4,click,835444841
2fc4ed3c-09dc-458a-b78e-3c30e485ba94,12,access,835444841
b5cd4f54-9dec-481e-91f1-466c59577b66,11,click,835444841
04ef046f-694d-4369-8e97-bdd8cf280b6a,11,click,835444864
4173c48f-3997-46ed-b6e3-827ebf32d962,8,click,835444864
8af17140-359a-45d0-8d56-713ea5fed8e1,17,access,835444942
c332a5b1-7f36-462c-b28c-52237005a6a7,10,access,835444970
100a43ae-81ef-4352-b791-f850bdb5576d,12,access,835444970
4df7dd5f-a5ef-4027-ae1f-9b7feb5947d3,2,click,835444970
07dcb314-bfee-4e16-b532-e82641fa3164,14,click,835444989
fe01731b-ad77-4e96-a575-613e2fdab479,14,click,835444989
8b6f5fca-779e-42f4-878d-aa19d0ce1bf0,20,click,835444989
77198012-9c4e-4c0d-87af-ae9e6b39722a,19,click,835445009
69919223-3477-402b-bd94-af5d360a09b8,11,access,835445009
ed65c490-cf3d-4c5e-af91-d8d6f6f7a737,2,click,858625793
c82c7391-f211-4885-80d0-2dadb41cd65b,7,click,858625793
f5da228c-b24d-4a06-b251-7961f2acff7e,18,access,858625837
9fa5cdef-87a0-4131-aa45-6b35b0c0308b,10,access,858625837
7ef4ae67-8d43-4bb4-82f5-bdedfc68d7d3,9,click,858625837
31a2f1f4-ba14-4b48-949d-00064f64ca4a,19,click,858625838
