user_id,item_id,event_type,timestamp
8af17140-359a-45d0-8d56-713ea5fed8e1,110,access,1000475608
a58b58f5-c8d5-4d44-934b-7b15506df3d9,76,access,1000618039
a4e6fe74-81f6-447f-a1a5-0ced0b25fb55,66,access,1001486615
dcb1cddc-bdfa-4826-b5f1-f0011a096835,54,access,1002438003
55656cab-601c-48dc-9cc5-2b4598e80e0c,65,access,1002915103
f65900c3-4da6-4502-8ddb-baf525e36cbb,93,access,1003758245
fe01731b-ad77-4e96-a575-613e2fdab479,53,access,1004332763
55656cab-601c-48dc-9cc5-2b4598e80e0c,117,access,1005177310
ed65c490-cf3d-4c5e-af91-d8d6f6f7a737,9,access,1005243311
b91c0455-d5a1-4240-8e73-890b7c601b0a,127,access,1006838483
24362b61-f232-44f6-81dd-1514d577ef64,33,access,1007188672
4173c48f-3997-46ed-b6e3-827ebf32d962,44,access,1007202953
05d98089-caea-460d-8bf0-bdff134af0ca,36,access,1007638590
5e1b8044-1197-4e28-9333-7f1cfd8dc2cf,1,access,1007903926
08673198-2c86-4d58-8db7-f290c10fbf75,23,access,1008191832
a1b383b1-d648-41ec-b994-da6de5156da6,126,access,1008656103
f2246956-b279-4e6e-bc0a-2d4e79d37d87,2,access,1008809673
9fa5cdef-87a0-4131-aa45-6b35b0c0308b,74,access,1008852929
b91c0455-d5a1-4240-8e73-890b7c601b0a,99,access,1009213650
f1f18c31-3891-45be-b9ce-bfb405e690ef,83,access,1010727582
c332a5b1-7f36-462c-b28c-52237005a6a7,22,access,1011446410
106862e6-4962-4d2b-aefd-935048a25eda,92,access,1012320947
945b1eef-9be7-4b70-b5ae-1c41b9120997,8,access,1012326725
f2246956-b279-4e6e-bc0a-2d4e79d37d87,44,access,1012977580
f92bba8a-6965-4e63-9a79-c613b024532c,45,access,1013641009
b5cd4f54-9dec-481e-91f1-466c59577b66,107,access,1013774206
eeeb60b5-a7a6-4ac9-b8a7-4da98238c251,38,access,1013980818
55656cab-601c-48dc-9cc5-2b4598e80e0c,65,access,1014067609
908301bc-b481-4763-bdc1-e0613dfea34f,68,access,1014196064
24362b61-f232-44f6-81dd-1514d577ef64,13,access,1014705300
04ef046f-694d-4369-8e97-bdd8cf280b6a,68,access,1014760167
02911fd1-a7f1-45e5-a7da-8bcb9482ee70,50,access,1014903948
c82c7391-f211-4885-80d0-2dadb41cd65b,73,access,1015756234
64ff29f4-1dc2-4682-b587-502acc7fab15,27,access,1016030176
f2246956-b279-4e6e-bc0a-2d4e79d37d87,94,access,1016725446
33b994dc-9bf2-4295-93c5-5f08c2373189,64,access,1017837491
9900e798-b2c8-4482-b593-56cddc61a7a3,79,access,1018759901
578874e7-e5c0-48d7-873f-3c730961ed42,74,access,1018814510
0c742747-0e71-4b5c-8339-52fea0f42a2b,55,access,1018930603
5e1b8044-1197-4e28-9333-7f1cfd8dc2cf,44,access,1019996724
23ce7657-e25c-423a-9e83-689dc0bda150,33,access,1020741993
18106f41-664a-4092-a0e2-080209f884c6,17,access,1020975138
395ce3d2-8009-4b63-adff-4fb987312849,7,access,1021049110
e2a384f3-ede8-4a0f-9244-3404fe85520d,27,access,1021803477
1d93a59b-20da-459a-9a8a-9b4cbc3e9170,64,access,1021982164
7657cae9-74d6-4dfc-acc8-d454a76584f9,35,access,1022061974
0c742747-0e71-4b5c-8339-52fea0f42a2b,77,access,1022322986
fe01731b-ad77-4e96-a575-613e2fdab479,59,access,1023113727
24362b61-f232-44f6-81dd-1514d577ef64,9,access,1024122386
33b994dc-9bf2-4295-93c5-5f08c2373189,40,access,1025796435
31a2f1f4-ba14-4b48-949d-00064f64ca4a,68,access,1027308600
f65900c3-4da6-4502-8ddb-baf525e36cbb,84,access,1027826056
2d947b9b-6004-4c74-879a-06a03066414b,53,access,1027910451
07dcb314-bfee-4e16-b532-e82641fa3164,96,access,1030110978
f5d07d3b-82ca-421b-9dff-43a403466238,59,access,1030925178
f5da228c-b24d-4a06-b251-7961f2acff7e,37,access,1032741554
7723fe9e-44a7-4062-906e-8cbc1ca85db5,43,access,1036730754
64ff29f4-1dc2-4682-b587-502acc7fab15,35,access,1037105345
6c411c85-7d62-4ba6-a668-3f0cfcf26ed5,99,access,1037350146
78a0e726-f707-45a7-b86b-44228702b34c,46,access,1037508967
a4e6fe74-81f6-447f-a1a5-0ced0b25fb55,35,access,1039056448
